,승인번호,차변계정과목,차변금액,적요,거래처명,프로젝트명,사용부서명,귀속월,본부명,,차변계정과목,1 월,2 월,3 월,4 월,5 월,6 월,계,검증,좌 합계,"  1,201,262,073 "
2026-04-30,50,[6250000]교육훈련비,"20,000",26법정교육_어린이종사자안전교육,,마운틴카트,레저사업본부,04,레저,,,,,,,,,,,,
2026-04-30,50,[6300000]소모품비,"343,917",미니포렛핸드폰거치대샘플구매외,,마운틴카트,레저사업본부,04,레저,,,,,,,,,,,,
2026-04-30,108,[6300000]소모품비,"165,100",04월부서별소모품및자재구매/Activity팀,(주)은혜종합상사,마운틴카트,레저사업본부,04,레저,,,,,,,,,,,,
2026-04-30,110,[1460000]상품,"200,000",생수대금/마운틴[판매용],락산수,마운틴카트,레저사업본부,04,레저,,,,,,,,,,,,
2026-04-30,110,[6110000]복리후생비,"720,000",생수대금/디지털지원,락산수,마운틴카트,레저사업본부,04,레저,,,,,,,,,,,,
2026-04-30,122,[6220000]차량유지비,"205,209","엑티비티(3711,1880(구급차),브로우)경유유류대",유진주유소,마운틴카트,레저사업본부,04,레저,,,,,,,,,,,,
2026-04-30,172,[6120000]여비교통비,"197,400",04월항공료 청주<->제주,대한항공,마운틴카트,레저사업본부,04,레저,,,,,,,,,,,,
2026-04-30,182,[6310000]지급수수료,"13,637",26.03.21~26.04.20_N멤버십판매대행수수료/마운틴카트,주식회사 타미마케팅,마운틴카트,레저사업본부,04,레저,,,,,,,,,,,,
2026-04-30,187,[6110007]복리후생비_식대,"1,369,090",직원식당식대/레저,삼성웰스토리(주)벨포레CC,마운틴카트,레저사업본부,04,레저,,,,,,,,,,,,
2026-04-30,1,[6150000]수도광열비,"689,715",상하수도요금/마사,증평군상하수도사업소,목장/체험,레저사업본부,04,레저,,,,,,,,,,,,
2026-04-30,1,[6150000]수도광열비,"304,286",상하수도요금/양사,증평군상하수도사업소,목장/체험,레저사업본부,04,레저,,,,,,,,,,,,
2026-04-30,9,[6190000]지급임차료,"430,000",04월숙소임차료(로망스빌204호)이재훈/48회중42회납(선납),연정숙,목장/체험,레저사업본부,04,레저,,,,,,,,,,,,
2026-04-30,170,[6110003]복리후생비_건강보험,"1,089,843",4월귀속임직원건강보험료회사부담금,건강보험관리공단,목장/체험,레저사업본부,04,레저,,,,,,,,,,,,
2026-04-30,170,[6110003]복리후생비_건강보험,0,4월귀속일용직건강보험료회사부담금,건강보험관리공단,목장/체험,레저사업본부,04,레저,,,,,,,,,,,,
2026-04-30,170,[6170000]세금과공과금,"1,131,301",4월귀속임직원국민연금회사부담금,국민연금관리공단,목장/체험,레저사업본부,04,레저,,,,,,,,,,,,
2026-04-30,170,[6170000]세금과공과금,0,4월귀속일용직국민연금회사부담금,국민연금관리공단,목장/체험,레저사업본부,04,레저,,,,,,,,,,,,
2026-04-30,170,[6210000]보험료,"456,774",4월귀속임직원고용보험회사부담금,고용보험,목장/체험,레저사업본부,04,레저,,,,,,,,,,,,
2026-04-30,170,[6210000]보험료,0,4월귀속일용직고용보험회사부담금,고용보험,목장/체험,레저사업본부,04,레저,,,,,,,,,,,,
2026-04-30,170,[6210000]보험료,"304,807",4월귀속임직원산재보험료,산재보험,목장/체험,레저사업본부,04,레저,,,,,,,,,,,,
2026-04-30,170,[6210000]보험료,0,4월귀속일용직산재보험료,산재보험,목장/체험,레저사업본부,04,레저,,,,,,,,,,,,
2026-04-30,167,[6040000]잡급,"2,700,000",4월귀속일용직노임/사랑외3명,증평에듀팜일용노임,목장/체험,레저사업본부,04,레저,,,,,,,,,,,,
2026-04-30,183,[6030000]급여,"29,034,630",4월귀속직원급여/이민혜외8명_목장팀,기타직원(정규직),목장/체험,레저사업본부,04,레저,,,,,,,,,,,,
2026-04-30,50,[6120000]여비교통비,"80,000",목장리틀팜이전필요한답사여비교통비,,목장/체험,레저사업본부,04,레저,,,,,,,,,,,,
2026-04-30,64,[6230000]운반비,"48,000",04월목장팀_허스크칩구매택배비,,목장/체험,레저사업본부,04,레저,,,,,,,,,,,,
2026-04-30,108,[6300000]소모품비,"632,650",04월부서별소모품및자재구매/목장,(주)은혜종합상사,목장/체험,레저사업본부,04,레저,,,,,,,,,,,,
2026-04-30,110,[6110000]복리후생비,"400,000",생수대금/목장,락산수,목장/체험,레저사업본부,04,레저,,,,,,,,,,,,
2026-04-30,118,[6110000]복리후생비,"266,273",식자재및소모품(간식외)목장,화랑마트,목장/체험,레저사업본부,04,레저,,,,,,,,,,,,
2026-04-30,118,[1460000]상품,"1,203,360",판매용상품(치커리외)목장팀,화랑마트,목장/체험,레저사업본부,04,레저,,,,,,,,,,,,
2026-04-30,122,[6220000]차량유지비,"246,727","목장팀(0467,말통)경유및무연유류대",유진주유소,목장/체험,레저사업본부,04,레저,,,,,,,,,,,,
2026-04-30,187,[6110007]복리후생비_식대,"965,454",직원식당식대/목장,삼성웰스토리(주)벨포레CC,목장/체험,레저사업본부,04,레저,,,,,,,,,,,,
2026-04-30,188,[6300000]소모품비,"34,545",04월리틀팜시트지취소건5/1건재구매함,네이버파이낸셜주식회사,목장/체험,레저사업본부,04,레저,,,,,,,,,,,,
2026-04-30,70,[6160000]전력비,"-1,399",3월미니골프사용량(9kwh)_뉴스타피아,한국전력공사,미니골프,레저사업본부,04,레저,,,,,,,,,,,,
2026-04-30,1,[6150000]수도광열비,"1,756,565",상하수도요금/미디어아트센터,증평군상하수도사업소,미디어아트센터,레저사업본부,04,레저,,,,,,,,,,,,
2026-04-30,170,[6110003]복리후생비_건강보험,"604,443",4월귀속임직원건강보험료회사부담금,건강보험관리공단,미디어아트센터,레저사업본부,04,레저,,,,,,,,,,,,
2026-04-30,170,[6110003]복리후생비_건강보험,0,4월귀속일용직건강보험료회사부담금,건강보험관리공단,미디어아트센터,레저사업본부,04,레저,,,,,,,,,,,,
2026-04-30,170,[6170000]세금과공과금,"357,541",4월귀속임직원국민연금회사부담금,국민연금관리공단,미디어아트센터,레저사업본부,04,레저,,,,,,,,,,,,
2026-04-30,170,[6170000]세금과공과금,"47,500",4월귀속일용직국민연금회사부담금,국민연금관리공단,미디어아트센터,레저사업본부,04,레저,,,,,,,,,,,,
2026-04-30,170,[6210000]보험료,"305,229",4월귀속임직원고용보험회사부담금,고용보험,미디어아트센터,레저사업본부,04,레저,,,,,,,,,,,,
2026-04-30,170,[6210000]보험료,0,4월귀속일용직고용보험회사부담금,고용보험,미디어아트센터,레저사업본부,04,레저,,,,,,,,,,,,
2026-04-30,170,[6210000]보험료,"180,897",4월귀속임직원산재보험료,산재보험,미디어아트센터,레저사업본부,04,레저,,,,,,,,,,,,
2026-04-30,170,[6210000]보험료,0,4월귀속일용직산재보험료,산재보험,미디어아트센터,레저사업본부,04,레저,,,,,,,,,,,,
2026-04-30,167,[6040000]잡급,"3,962,500",4월귀속일용직노임/이지혜외6명,증평에듀팜일용노임,미디어아트센터,레저사업본부,04,레저,,,,,,,,,,,,
2026-04-30,183,[6030000]급여,"16,413,770",4월귀속직원급여/신지선외5명_미디어아트팀,기타직원(정규직),미디어아트센터,레저사업본부,04,레저,,,,,,,,,,,,
2026-04-30,108,[6300000]소모품비,0,04월부서별소모품및자재구매/미디어,(주)은혜종합상사,미디어아트센터,레저사업본부,04,레저,,,,,,,,,,,,
2026-04-30,116,[6150000]수도광열비,"296,817",보일러(미디어아트#1)사용량100(m3),동양가스,미디어아트센터,레저사업본부,04,레저,,,,,,,,,,,,
2026-04-30,116,[6150000]수도광열비,0,보일러(미디어아트#2)사용량0(m3),동양가스,미디어아트센터,레저사업본부,04,레저,,,,,,,,,,,,
2026-04-30,120,[6300000]소모품비,"93,250",미디어센터/점보롤 외 3품목,한국특수유통(주),미디어아트센터,레저사업본부,04,레저,,,,,,,,,,,,
2026-04-30,187,[6110007]복리후생비_식대,"1,041,818",직원식당식대/미디어아트,삼성웰스토리(주)벨포레CC,미디어아트센터,레저사업본부,04,레저,,,,,,,,,,,,
2026-04-30,117,[1460000]상품,"47,273",04월미디어센터위탁업장매출/에스제이앤코,에스제이앤코,미디어아트센터_기프트샵,레저사업본부,04,레저,,,,,,,,,,,,
2026-04-30,152,[1460000]상품,"-47,273",4월외주업체상계/기프트샵(4월상품매입분),에스제이앤코,미디어아트센터_기프트샵,레저사업본부,04,레저,,,,,,,,,,,,
2026-04-30,109,[6020000]외주비,"507,272",04월위탁업장매출정산/미디어[스크린사격],(주)벤포트,미디어아트센터_뮤지엄카페,레저사업본부,04,레저,,,,,,,,,,,,
2026-04-30,118,[1460000]상품,0,식자재및소모품(핫바원재료)미디어,화랑마트,미디어아트센터_뮤지엄카페,레저사업본부,04,레저,,,,,,,,,,,,
2026-04-30,152,[6020000]외주비,"-507,272",4월외주업체상계/벤포트(4월매출비용상계잔액분),(주)벤포트,미디어아트센터_뮤지엄카페,,04,레저,,,,,,,,,,,,
2026-04-30,170,[6110003]복리후생비_건강보험,"443,783",4월귀속임직원건강보험료회사부담금,건강보험관리공단,사계절썰매장,레저사업본부,04,레저,,,,,,,,,,,,
2026-04-30,170,[6110003]복리후생비_건강보험,0,4월귀속일용직건강보험료회사부담금,건강보험관리공단,사계절썰매장,레저사업본부,04,레저,,,,,,,,,,,,
2026-04-30,170,[6170000]세금과공과금,"330,001",4월귀속임직원국민연금회사부담금,국민연금관리공단,사계절썰매장,레저사업본부,04,레저,,,,,,,,,,,,
2026-04-30,170,[6170000]세금과공과금,0,4월귀속일용직국민연금회사부담금,국민연금관리공단,사계절썰매장,레저사업본부,04,레저,,,,,,,,,,,,
2026-04-30,170,[6210000]보험료,"244,354",4월귀속임직원고용보험회사부담금,고용보험,사계절썰매장,레저사업본부,04,레저,,,,,,,,,,,,
2026-04-30,170,[6210000]보험료,0,4월귀속일용직고용보험회사부담금,고용보험,사계절썰매장,레저사업본부,04,레저,,,,,,,,,,,,
2026-04-30,170,[6210000]보험료,"131,127",4월귀속임직원산재보험료,산재보험,사계절썰매장,레저사업본부,04,레저,,,,,,,,,,,,
2026-04-30,170,[6210000]보험료,0,4월귀속일용직산재보험료,산재보험,사계절썰매장,레저사업본부,04,레저,,,,,,,,,,,,
2026-04-30,167,[6040000]잡급,0,4월귀속일용직노임,증평에듀팜일용노임,사계절썰매장,레저사업본부,04,레저,,,,,,,,,,,,
2026-04-30,183,[6030000]급여,"6,534,390",4월귀속직원급여/홍세준외1명_사계절썰매,기타직원(정규직),사계절썰매장,레저사업본부,04,레저,,,,,,,,,,,,
2026-04-30,116,[6150000]수도광열비,0,보일러(썸머랜드)사용량0(m3),동양가스,썸머랜드,레저사업본부,04,레저,,,,,,,,,,,,
2026-04-30,1,[6150000]수도광열비,"45,643",상하수도요금/얼룩말카페,증평군상하수도사업소,얼룩말카페,레저사업본부,04,레저,,,,,,,,,,,,
2026-04-30,170,[6110003]복리후생비_건강보험,"181,703",4월귀속임직원건강보험료회사부담금,건강보험관리공단,얼룩말카페,레저사업본부,04,레저,,,,,,,,,,,,
2026-04-30,170,[6110003]복리후생비_건강보험,0,4월귀속일용직건강보험료회사부담금,건강보험관리공단,얼룩말카페,레저사업본부,04,레저,,,,,,,,,,,,
2026-04-30,170,[6170000]세금과공과금,"142,901",4월귀속임직원국민연금회사부담금,국민연금관리공단,얼룩말카페,레저사업본부,04,레저,,,,,,,,,,,,
2026-04-30,170,[6170000]세금과공과금,"71,010",4월귀속일용직국민연금회사부담금,국민연금관리공단,얼룩말카페,레저사업본부,04,레저,,,,,,,,,,,,
2026-04-30,170,[6210000]보험료,0,4월귀속임직원고용보험회사부담금,고용보험,얼룩말카페,레저사업본부,04,레저,,,,,,,,,,,,
2026-04-30,170,[6210000]보험료,0,4월귀속일용직고용보험회사부담금,고용보험,얼룩말카페,레저사업본부,04,레저,,,,,,,,,,,,
2026-04-30,170,[6210000]보험료,0,4월귀속임직원산재보험료,산재보험,얼룩말카페,레저사업본부,04,레저,,,,,,,,,,,,
2026-04-30,170,[6210000]보험료,0,4월귀속일용직산재보험료,산재보험,얼룩말카페,레저사업본부,04,레저,,,,,,,,,,,,
2026-04-30,167,[6040000]잡급,"1,500,000",4월귀속일용직노임/조경준외1명,증평에듀팜일용노임,얼룩말카페,레저사업본부,04,레저,,,,,,,,,,,,
2026-04-30,183,[6030000]급여,"2,933,440",4월귀속직원급여/조혜원_얼룩말카페,기타직원(정규직),얼룩말카페,레저사업본부,04,레저,,,,,,,,,,,,
2026-04-30,99,[1460000]상품,"945,000","04월얼룩말카페원재료(원두)구매/44도블랜드[1KG]20*23,100원",주식회사 55도커피로스터스,얼룩말카페,레저사업본부,04,레저,,,,,,,,,,,,
2026-04-30,99,[1460000]상품,"90,000","04월얼룩말카페원재료(원두)구매/디카페인[1KG]3*33,000원",주식회사 55도커피로스터스,얼룩말카페,레저사업본부,04,레저,,,,,,,,,,,,
2026-04-30,103,[6300000]소모품비,"19,090",04월얼룩말카페2층리틀팜외부유리시트지추가구입,네이버파이낸셜주식회사,얼룩말카페,레저사업본부,04,레저,,,,,,,,,,,,
2026-04-30,104,[1460000]상품,"47,727",04월얼룩말카페판매용완구구입/말하는앵무새,네이버파이낸셜주식회사,얼룩말카페,레저사업본부,04,레저,,,,,,,,,,,,
2026-04-30,105,[1460000]상품,"109,591",04월얼룩말카페판매용완구구입/공룡피규어외,한국정보통신（주）,얼룩말카페,레저사업본부,04,레저,,,,,,,,,,,,
2026-04-30,118,[6110000]복리후생비,"48,809",식자재및소모품(간식외)식음_얼룩말카페,화랑마트,얼룩말카페,레저사업본부,04,레저,,,,,,,,,,,,
2026-04-30,118,[1460000]상품,"71,720",판매용상품(우유)얼룩말카페,화랑마트,얼룩말카페,레저사업본부,04,레저,,,,,,,,,,,,
2026-04-30,119,[1460000]상품,"1,053,818",04월얼룩말카페판매용상품구입/빙과류,(주)현림유통,얼룩말카페,레저사업본부,04,레저,,,,,,,,,,,,
2026-04-30,129,[1460000]상품,"280,000",04월업장별판매용상품[한라봉주스외]/얼룩말카페,J트레이딩/귤품은해녀한라봉주스,얼룩말카페,레저사업본부,04,레저,,,,,,,,,,,,
2026-04-30,154,[1460000]상품,"83,818",04월얼룩말판매용완구류[토끼인형]구입,아리아퍼니처,얼룩말카페,레저사업본부,04,레저,,,,,,,,,,,,
2026-04-30,164,[1460000]상품,"2,128,546",04월얼룩말카페원재료및상품구입/케이크외39종,(주)하나종합물류,얼룩말카페,레저사업본부,04,레저,,,,,,,,,,,,
2026-04-30,164,[1460000]상품,"249,750",04월얼룩말카페원재료및상품구입/바리스타우유,(주)하나종합물류,얼룩말카페,레저사업본부,04,레저,,,,,,,,,,,,
2026-04-30,164,[6300000]소모품비,"47,090",04월얼룩말카페원재료및상품구입/일회용흰색포크 외 3품목,(주)하나종합물류,얼룩말카페,레저사업본부,04,레저,,,,,,,,,,,,
2026-04-30,173,[1460000]상품,"566,000",04월판매용상품구매(얼룩말)/완구류,세계세주,얼룩말카페,레저사업본부,04,레저,,,,,,,,,,,,
2026-04-30,70,[6160000]전력비,"-39,175",3월회전그네사용량(252kWh)_뉴스타피아,한국전력공사,회전그네,레저사업본부,04,레저,,,,,,,,,,,,
2026-04-30,152,[9600000]잡손실,"1,354",4월외주업체상계/놀이동산(4월매출비용상계잔액분),주식회사뉴스타피아,놀이동산,레저사업본부,04,레저,,,,,,,,,,,,
2026-05-01,16,[6110008]복리후생비_간식대,"12,140",간식_디지털지원,롯데리아내수점,디지털지원팀,레저사업본부,05,레저,,,,,,,,,,,,
2026-05-01,16,[6110008]복리후생비_간식대,"64,745",간식_액티비티,롯데리아내수점,마운틴카트,레저사업본부,05,레저,,,,,,,,,,,,
2026-05-01,16,[6110008]복리후생비_간식대,"48,559",간식_목장,롯데리아내수점,목장/체험,레저사업본부,05,레저,,,,,,,,,,,,
2026-05-01,16,[6110008]복리후생비_간식대,"28,326",간식_미디어아트,롯데리아내수점,미디어아트센터,레저사업본부,05,레저,,,,,,,,,,,,
2026-05-02,10,[6110008]복리후생비_간식대,"9,091",간식_디지털지원,롯데리아내수점,디지털지원팀,레저사업본부,05,레저,,,,,,,,,,,,
